"Povpreène meseène plaèe po: STATISTIÈNA REGIJA, SKD DEJAVNOST, MESEC,"
"PLAÈE , MERITVE"

" ";" ";" ";"Bruto plaèa";" ";" ";" ";" ";" ";" ";" ";" ";"Neto plaèa";" ";" ";" ";" ";" ";" ";" ";" "
" ";" ";" ";"Plaèa za mesec [EUR]";"Plaèa za obdobje [EUR]";"Izredna izplaèila [za vse zaposlene osebe] [EUR]";"Izredna izplaèila [EUR]";"Plaèa za plaèano uro za mesec [EUR]";"Plaèa za plaèano uro za obdobje [EUR]";"Tekoèi mesec / prejšnji mesec";"Tekoèi mesec / isti mesec prejšnjega leta";"Povpreèje mesecev tekoèega leta / povpreèje istih mesecev prejšnjega leta";"Plaèa za mesec [EUR]";"Plaèa za obdobje [EUR]";"Izredna izplaèila [za vse zaposlene osebe] [EUR]";"Izredna izplaèila [EUR]";"Plaèa za plaèano uro za mesec [EUR]";"Plaèa za plaèano uro za obdobje [EUR]";"Tekoèi mesec / prejšnji mesec";"Tekoèi mesec / isti mesec prejšnjega leta";"Povpreèje mesecev tekoèega leta / povpreèje istih mesecev prejšnjega leta"
"SLOVENIJA"
" ";" ";"2009";1204.12;1204.12;-;-;7.06;7.06;100.80;97.80;97.80;819.58;819.58;-;-;4.81;4.81;102.30;99.10;99.10
" ";" ";"2010";1209.13;1209.13;0.99;1817.00;7.31;7.31;97.30;100.40;100.40;811.24;811.24;-;-;4.91;4.91;97.50;99.00;99.00
" ";" ";"2011";1240.52;1240.52;-;-;7.51;7.51;97.70;102.60;102.60;837.34;837.34;-;-;5.07;5.07;98.00;103.20;103.20
" ";" ";"2012";1254.74;1254.74;-;-;7.42;7.42;97.90;101.10;101.10;845.30;845.30;-;-;5.00;5.00;98.50;101.00;101.00
" ";" ";"2013";1242.65;1242.65;-;-;7.13;7.13;103.30;99.00;99.00;844.97;844.97;-;-;4.84;4.84;103.50;100.00;100.00
" ";" ";"2014";1280.83;1280.83;-;-;7.31;7.31;106.00;103.10;103.10;855.86;855.86;-;-;4.88;4.88;105.00;101.30;101.30
" ";" ";"2015";1265.89;1265.89;-;-;7.54;7.54;99.70;98.80;98.80;847.06;847.06;-;-;5.04;5.04;99.30;99.00;99.00
" ";"I GOSTINSTVO"
" ";" ";"2005";871.25;871.25;-;-;5.22;5.22;91.90;93.30;93.30;583.00;583.00;-;-;3.49;3.49;98.90;97.70;97.70
" ";" ";"2006";921.54;921.54;-;-;5.35;5.35;99.50;105.80;105.80;617.33;617.33;-;-;3.58;3.58;99.60;105.90;105.90
" ";" ";"2007";984.34;984.34;-;-;5.65;5.65;103.30;106.80;106.80;662.80;662.80;-;-;3.81;3.81;102.60;107.40;107.40
" ";" ";"2008";1121.43;1121.43;-;-;6.27;6.27;113.40;113.90;113.90;749.33;749.33;-;-;4.19;4.19;111.30;113.10;113.10
" ";" ";"2009";1098.76;1098.76;-;-;6.53;6.53;96.90;98.00;98.00;741.39;741.39;-;-;4.41;4.41;97.50;98.90;98.90
" ";" ";"2010";1131.39;1131.39;3.35;171.89;7.10;7.10;95.10;103.00;103.00;760.61;760.61;-;-;4.78;4.78;96.00;102.60;102.60
" ";" ";"2011";1196.62;1196.62;-;-;7.59;7.59;93.90;105.80;105.80;815.21;815.21;-;-;5.17;5.17;95.30;107.20;107.20
" ";" ";"2012";1211.74;1211.74;-;-;7.22;7.22;102.30;101.30;101.30;809.52;809.52;-;-;4.83;4.83;101.10;99.30;99.30
" ";" ";"2013";1172.68;1172.68;-;-;6.75;6.75;103.50;96.80;96.80;799.12;799.12;-;-;4.60;4.60;102.50;98.70;98.70
" ";" ";"2014";1214.63;1214.63;-;-;7.02;7.02;103.00;103.60;103.60;820.05;820.05;-;-;4.74;4.74;101.70;102.60;102.60
" ";" ";"2015";1172.96;1172.96;-;-;7.16;7.16;95.90;96.60;96.60;808.38;808.38;-;-;4.93;4.93;97.50;98.60;98.60
" ";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI"
" ";" ";"2005";1176.91;1176.91;-;-;7.17;7.17;66.80;93.20;93.20;761.31;761.31;-;-;4.64;4.64;70.10;96.90;96.90
" ";" ";"2006";1322.17;1322.17;-;-;7.91;7.91;73.00;112.30;112.30;834.14;834.14;-;-;4.99;4.99;74.30;109.60;109.60
" ";" ";"2007";1300.88;1300.88;-;-;7.33;7.33;102.10;98.40;98.40;864.07;864.07;-;-;4.87;4.87;101.60;103.60;103.60
" ";" ";"2008";1473.29;1473.29;-;-;8.22;8.22;106.00;113.30;113.30;948.15;948.15;-;-;5.29;5.29;104.50;109.70;109.70
" ";" ";"2009";1536.75;1536.75;2.09;747.00;9.08;9.08;92.60;104.30;104.30;987.10;987.10;-;-;5.83;5.83;93.20;104.10;104.10
" ";" ";"2010";1513.79;1513.79;2.16;729.00;9.19;9.19;89.30;98.50;98.50;998.58;998.58;-;-;6.06;6.06;90.90;101.20;101.20
" ";" ";"2011";1501.98;1501.98;-;-;9.22;9.22;87.20;99.20;99.20;989.24;989.24;-;-;6.07;6.07;88.90;99.10;99.10
" ";" ";"2012";1601.69;1601.69;-;-;9.42;9.42;95.90;106.60;106.60;1056.94;1056.94;-;-;6.21;6.21;97.00;106.80;106.80
" ";" ";"2013";1613.15;1613.15;-;-;9.13;9.13;93.60;100.70;100.70;1063.87;1063.87;-;-;6.02;6.02;94.40;100.70;100.70
" ";" ";"2014";1576.37;1576.37;-;-;8.86;8.86;93.80;97.70;97.70;1040.21;1040.21;-;-;5.85;5.85;94.20;97.80;97.80
" ";" ";"2015";1571.18;1571.18;-;-;9.24;9.24;92.70;99.70;99.70;1034.39;1034.39;-;-;6.08;6.08;93.40;99.40;99.40
" ";"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI"
" ";" ";"2005";1446.60;1446.60;-;-;8.72;8.72;90.30;107.60;107.60;912.57;912.57;-;-;5.50;5.50;90.80;109.20;109.20
" ";" ";"2006";1456.19;1456.19;-;-;8.59;8.59;91.90;100.70;100.70;922.14;922.14;-;-;5.44;5.44;93.20;101.00;101.00
" ";" ";"2007";1599.86;1599.86;-;-;9.00;9.00;80.30;109.90;109.90;1038.73;1038.73;-;-;5.84;5.84;82.90;112.60;112.60
" ";" ";"2008";1742.96;1742.96;-;-;9.85;9.85;96.20;108.90;108.90;1115.23;1115.23;-;-;6.30;6.30;96.50;107.40;107.40
" ";" ";"2009";1664.02;1664.02;-;-;9.78;9.78;91.50;95.50;95.50;1077.60;1077.60;-;-;6.34;6.34;87.20;96.60;96.60
" ";" ";"2010";1768.61;1768.61;-;-;10.94;10.94;92.50;106.30;106.30;1145.47;1145.47;-;-;7.08;7.08;94.80;106.30;106.30
" ";" ";"2011";1868.75;1868.75;79.41;668.71;11.42;11.42;98.60;105.70;105.70;1241.82;1241.82;-;-;7.59;7.59;98.40;108.40;108.40
" ";" ";"2012";1845.05;1845.05;-;-;10.77;10.77;93.70;98.70;98.70;1187.36;1187.36;-;-;6.93;6.93;95.40;95.60;95.60
" ";" ";"2013";1870.51;1870.51;4.49;795.25;10.42;10.42;97.30;101.40;101.40;1214.13;1214.13;-;-;6.76;6.76;97.70;102.30;102.30
" ";" ";"2014";1870.95;1870.95;-;-;10.48;10.48;96.60;100.00;100.00;1212.27;1212.27;-;-;6.79;6.79;97.40;99.80;99.80
" ";" ";"2015";2056.01;2056.01;70.58;560.41;12.13;12.13;107.50;109.90;109.90;1308.27;1308.27;-;-;7.72;7.72;105.80;107.90;107.90
" ";"L POSLOVANJE Z NEPREMIÈNINAMI"
" ";" ";"2005";1324.26;1324.26;-;-;7.96;7.96;101.50;112.40;112.40;794.90;794.90;-;-;4.78;4.78;100.40;113.20;113.20
" ";" ";"2006";1535.16;1535.16;-;-;9.08;9.08;77.80;115.90;115.90;922.58;922.58;-;-;5.46;5.46;78.80;116.10;116.10
" ";" ";"2007";1522.46;1522.46;-;-;8.69;8.69;78.40;99.20;99.20;943.62;943.62;-;-;5.39;5.39;76.10;102.30;102.30
" ";" ";"2008";2020.82;2020.82;-;-;11.26;11.26;109.00;132.70;132.70;1199.27;1199.27;-;-;6.68;6.68;106.60;127.10;127.10
" ";" ";"2009";1989.32;1989.32;-;-;11.53;11.53;99.50;98.40;98.40;1195.15;1195.15;-;-;6.93;6.93;98.90;99.70;99.70
" ";" ";"2010";1836.82;1836.82;23.99;2735.00;11.05;11.05;97.30;92.30;92.30;1120.79;1120.79;-;-;6.74;6.74;100.10;93.80;93.80
" ";" ";"2011";1620.38;1620.38;-;-;10.06;10.06;92.90;88.20;88.20;1024.58;1024.58;-;-;6.36;6.36;93.80;91.40;91.40
" ";" ";"2012";1629.47;1629.47;-;-;9.63;9.63;97.90;100.60;100.60;1057.15;1057.15;-;-;6.25;6.25;99.30;103.20;103.20
" ";" ";"2013";1579.73;1579.73;-;-;9.01;9.01;82.50;96.90;96.90;1032.37;1032.37;-;-;5.89;5.89;86.20;97.70;97.70
" ";" ";"2014";1589.18;1589.18;-;-;9.13;9.13;85.00;100.60;100.60;1032.29;1032.29;-;-;5.93;5.93;88.10;100.00;100.00
" ";" ";"2015";1590.14;1590.14;-;-;9.52;9.52;89.70;100.10;100.10;1033.02;1033.02;-;-;6.18;6.18;90.90;100.10;100.10
" ";"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI"
" ";" ";"2005";1529.05;1529.05;-;-;8.84;8.84;100.00;115.90;115.90;925.95;925.95;-;-;5.35;5.35;99.90;116.50;116.50
" ";" ";"2006";2084.04;2084.04;-;-;12.18;12.18;124.90;136.30;136.30;1227.31;1227.31;-;-;7.18;7.18;121.70;132.50;132.50
" ";" ";"2007";2210.16;2210.16;-;-;12.52;12.52;132.90;106.10;106.10;1332.83;1332.83;-;-;7.55;7.55;128.80;108.60;108.60
" ";" ";"2008";2520.25;2520.25;-;-;14.31;14.31;140.50;114.00;114.00;1523.46;1523.46;-;-;8.65;8.65;136.10;114.30;114.30
" ";" ";"2009";2406.58;2406.58;398.87;1037.20;13.98;13.98;113.20;95.50;95.50;1457.37;1457.37;-;-;8.47;8.47;112.20;95.70;95.70
" ";" ";"2010";2190.67;2190.67;363.25;1255.65;13.36;13.36;112.60;91.00;91.00;1346.95;1346.95;-;-;8.21;8.21;111.70;92.40;92.40
" ";" ";"2011";2458.97;2458.97;477.25;1212.91;15.01;15.01;114.00;112.20;112.20;1503.29;1503.29;-;-;9.18;9.18;113.30;111.60;111.60
" ";" ";"2012";2665.24;2665.24;544.22;1196.97;15.67;15.67;130.70;108.40;108.40;1621.10;1621.10;-;-;9.53;9.53;128.50;107.80;107.80
" ";" ";"2013";2881.09;2881.09;652.12;1344.14;16.35;16.35;134.20;108.10;108.10;1754.07;1754.07;-;-;9.95;9.95;130.50;108.20;108.20
" ";" ";"2014";2797.45;2797.45;615.06;1286.55;15.80;15.80;127.60;97.10;97.10;1687.33;1687.33;-;-;9.53;9.53;123.50;96.20;96.20
" ";" ";"2015";2701.95;2701.95;579.96;1236.86;15.97;15.97;118.30;96.60;96.60;1647.09;1647.09;-;-;9.73;9.73;117.30;97.60;97.60
" ";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI"
" ";" ";"2005";692.54;692.54;-;-;4.19;4.19;100.50;105.70;105.70;478.87;478.87;-;-;2.90;2.90;105.70;108.60;108.60
" ";" ";"2006";740.77;740.77;-;-;4.35;4.35;97.60;107.00;107.00;513.79;513.79;-;-;3.02;3.02;98.10;107.30;107.30
" ";" ";"2007";793.58;793.58;-;-;4.45;4.45;100.70;107.10;107.10;552.74;552.74;-;-;3.10;3.10;100.50;107.60;107.60
" ";" ";"2008";950.93;950.93;-;-;5.58;5.58;108.90;119.80;119.80;655.13;655.13;-;-;3.84;3.84;108.20;118.50;118.50
" ";" ";"2009";1037.12;1037.12;54.10;227.76;6.09;6.09;109.60;109.10;109.10;681.74;681.74;-;-;4.00;4.00;103.60;104.10;104.10
" ";" ";"2010";934.50;934.50;-;-;6.00;6.00;89.10;90.10;90.10;651.46;651.46;-;-;4.18;4.18;89.50;95.60;95.60
" ";" ";"2011";911.07;911.07;-;-;5.94;5.94;94.80;97.50;97.50;644.19;644.19;-;-;4.20;4.20;95.40;98.90;98.90
" ";" ";"2012";975.68;975.68;-;-;6.17;6.17;104.00;107.10;107.10;688.62;688.62;-;-;4.36;4.36;103.80;106.90;106.90
" ";" ";"2013";1039.98;1039.98;2.80;12.09;6.68;6.68;89.30;106.60;106.60;723.01;723.01;-;-;4.64;4.64;89.50;105.00;105.00
" ";" ";"2014";1165.89;1165.89;100.07;498.85;6.88;6.88;117.40;112.10;112.10;804.13;804.13;-;-;4.74;4.74;115.10;111.20;111.20
" ";" ";"2015";1150.20;1150.20;92.87;305.87;6.88;6.88;109.40;98.70;98.70;797.70;797.70;-;-;4.77;4.77;109.00;99.20;99.20
" ";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI"
" ";" ";"2005";1243.28;1243.28;-;-;7.44;7.44;98.70;104.20;104.20;804.85;804.85;-;-;4.82;4.82;98.20;105.10;105.10
" ";" ";"2006";1294.60;1294.60;-;-;7.51;7.51;100.70;104.10;104.10;840.81;840.81;-;-;4.88;4.88;100.60;104.50;104.50
" ";" ";"2007";1344.26;1344.26;-;-;7.49;7.49;101.30;103.80;103.80;898.68;898.68;-;-;5.01;5.01;101.00;106.90;106.90
" ";" ";"2008";1368.80;1368.80;-;-;7.65;7.65;99.80;101.80;101.80;918.84;918.84;-;-;5.14;5.14;100.00;102.20;102.20
" ";" ";"2009";1611.31;1611.31;0.02;12.67;9.45;9.45;102.00;117.70;117.70;1060.36;1060.36;-;-;6.22;6.22;101.60;115.40;115.40
" ";" ";"2010";1607.05;1607.05;-;-;9.86;9.86;98.90;99.70;99.70;1060.01;1060.01;-;-;6.50;6.50;99.10;100.00;100.00
" ";" ";"2011";1638.11;1638.11;5.06;152.71;10.03;10.03;100.60;101.90;101.90;1081.12;1081.12;-;-;6.62;6.62;100.50;102.00;102.00
" ";" ";"2012";1682.75;1682.75;-;-;9.87;9.87;99.40;102.70;102.70;1108.96;1108.96;-;-;6.51;6.51;99.50;102.60;102.60
" ";" ";"2013";1650.24;1650.24;0.18;5.95;9.23;9.23;99.20;98.10;98.10;1101.21;1101.21;-;-;6.16;6.16;99.30;99.30;99.30
" ";" ";"2014";1638.80;1638.80;0.27;39.58;9.16;9.16;100.00;99.30;99.30;1089.49;1089.49;-;-;6.09;6.09;99.50;98.90;98.90
" ";" ";"2015";1658.80;1658.80;-;-;9.65;9.65;100.30;101.20;101.20;1106.68;1106.68;-;-;6.44;6.44;100.40;101.60;101.60
" ";"P IZOBRAŽEVANJE"
" ";" ";"2005";1304.89;1304.89;-;-;7.79;7.79;98.30;106.40;106.40;840.26;840.26;-;-;5.02;5.02;98.70;107.60;107.60
" ";" ";"2006";1381.42;1381.42;-;-;8.21;8.21;98.20;105.90;105.90;885.84;885.84;-;-;5.27;5.27;98.60;105.40;105.40
" ";" ";"2007";1440.96;1440.96;-;-;8.57;8.57;97.40;104.30;104.30;950.16;950.16;-;-;5.65;5.65;97.60;107.30;107.30
" ";" ";"2008";1482.28;1482.28;-;-;8.80;8.80;98.20;102.90;102.90;982.54;982.54;-;-;5.83;5.83;98.70;103.40;103.40
" ";" ";"2009";1617.50;1617.50;2.24;25.25;9.74;9.74;98.40;109.10;109.10;1059.16;1059.16;-;-;6.38;6.38;98.50;107.80;107.80
" ";" ";"2010";1611.71;1611.71;0.87;4.68;10.02;10.02;99.80;99.60;99.60;1058.23;1058.23;-;-;6.58;6.58;99.70;99.90;99.90
" ";" ";"2011";1622.03;1622.03;0.54;4.33;10.17;10.17;99.60;100.60;100.60;1065.87;1065.87;-;-;6.68;6.68;99.70;100.70;100.70
" ";" ";"2012";1638.59;1638.59;0.79;7.81;9.80;9.80;100.10;101.00;101.00;1081.86;1081.86;-;-;6.47;6.47;100.10;101.50;101.50
" ";" ";"2013";1531.72;1531.72;0.77;17.08;8.88;8.88;99.50;93.50;93.50;1025.88;1025.88;-;-;5.95;5.95;99.60;94.80;94.80
" ";" ";"2014";1521.22;1521.22;0.16;5.49;8.81;8.81;100.00;99.30;99.30;1019.25;1019.25;-;-;5.90;5.90;99.90;99.40;99.40
" ";" ";"2015";1519.48;1519.48;0.51;18.94;9.30;9.30;99.00;99.90;99.90;1037.35;1037.35;-;-;6.35;6.35;99.30;101.80;101.80
" ";"Q ZDRAVSTVO IN SOCIALNO VARSTVO"
" ";" ";"2005";1303.90;1303.90;-;-;7.61;7.61;88.90;101.00;101.00;831.21;831.21;-;-;4.85;4.85;89.80;102.80;102.80
" ";" ";"2006";1345.08;1345.08;-;-;7.58;7.58;98.70;103.20;103.20;859.76;859.76;-;-;4.85;4.85;99.80;103.40;103.40
" ";" ";"2007";1375.19;1375.19;-;-;7.54;7.54;96.30;102.20;102.20;894.71;894.71;-;-;4.90;4.90;97.00;104.10;104.10
" ";" ";"2008";1391.32;1391.32;-;-;7.63;7.63;99.00;101.20;101.20;911.88;911.88;-;-;5.00;5.00;99.30;101.90;101.90
" ";" ";"2009";1721.02;1721.02;-;-;9.66;9.66;99.80;123.70;123.70;1096.27;1096.27;-;-;6.15;6.15;100.00;120.20;120.20
" ";" ";"2010";1706.76;1706.76;-;-;9.96;9.96;99.40;99.20;99.20;1091.44;1091.44;-;-;6.37;6.37;100.80;99.60;99.60
" ";" ";"2011";1698.15;1698.15;5.34;43.46;10.04;10.04;97.80;99.50;99.50;1087.14;1087.14;-;-;6.43;6.43;97.70;99.60;99.60
" ";" ";"2012";1692.14;1692.14;4.25;71.68;9.69;9.69;97.40;99.60;99.60;1087.04;1087.04;-;-;6.22;6.22;99.70;100.00;100.00
" ";" ";"2013";1634.53;1634.53;0.09;2.95;9.11;9.11;94.50;96.60;96.60;1065.14;1065.14;-;-;5.93;5.93;97.20;98.00;98.00
" ";" ";"2014";1628.43;1628.43;-;-;9.00;9.00;99.70;99.60;99.60;1063.14;1063.14;-;-;5.88;5.88;99.70;99.80;99.80
" ";" ";"2015";1646.12;1646.12;0.20;3.38;9.34;9.34;99.20;101.10;101.10;1072.22;1072.22;-;-;6.08;6.08;99.40;100.90;100.90
" ";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI"
" ";" ";"2005";1290.36;1290.36;-;-;8.21;8.21;96.80;101.60;101.60;812.01;812.01;-;-;5.16;5.16;97.30;103.50;103.50
" ";" ";"2006";1382.91;1382.91;-;-;8.26;8.26;100.20;107.20;107.20;887.45;887.45;-;-;5.30;5.30;101.60;109.30;109.30
" ";" ";"2007";1275.53;1275.53;-;-;7.53;7.53;99.90;92.20;92.20;841.67;841.67;-;-;4.97;4.97;100.40;94.80;94.80
" ";" ";"2008";1340.73;1340.73;-;-;7.92;7.92;100.40;105.10;105.10;894.96;894.96;-;-;5.28;5.28;101.10;106.30;106.30
" ";" ";"2009";1435.96;1435.96;4.66;38.94;8.57;8.57;101.00;107.10;107.10;947.21;947.21;-;-;5.66;5.66;100.40;105.80;105.80
" ";" ";"2010";1446.29;1446.29;-;-;8.94;8.94;97.50;100.70;100.70;956.44;956.44;-;-;5.91;5.91;98.20;101.00;101.00
" ";" ";"2011";1475.05;1475.05;-;-;9.23;9.23;100.70;102.00;102.00;977.62;977.62;-;-;6.12;6.12;100.70;102.20;102.20
" ";" ";"2012";1424.32;1424.32;-;-;8.71;8.71;98.60;96.60;96.60;949.94;949.94;-;-;5.81;5.81;99.10;97.20;97.20
" ";" ";"2013";1367.60;1367.60;-;-;8.07;8.07;99.70;96.00;96.00;928.12;928.12;-;-;5.48;5.48;98.50;97.70;97.70
" ";" ";"2014";1393.69;1393.69;-;-;8.09;8.09;99.00;101.90;101.90;951.04;951.04;-;-;5.52;5.52;100.10;102.50;102.50
" ";" ";"2015";1414.85;1414.85;-;-;8.48;8.48;98.30;101.50;101.50;955.54;955.54;-;-;5.72;5.72;98.50;100.50;100.50
" ";"S DRUGE DEJAVNOSTI"
" ";" ";"2005";1034.65;1034.65;-;-;6.27;6.27;86.10;96.00;96.00;652.02;652.02;-;-;3.95;3.95;87.20;97.70;97.70
" ";" ";"2006";1118.48;1118.48;-;-;6.57;6.57;97.20;108.10;108.10;727.35;727.35;-;-;4.27;4.27;100.40;111.60;111.60
" ";" ";"2007";1182.45;1182.45;-;-;6.89;6.89;94.40;105.70;105.70;773.52;773.52;-;-;4.51;4.51;95.70;106.30;106.30
" ";" ";"2008";1201.22;1201.22;-;-;6.79;6.79;91.00;101.60;101.60;804.53;804.53;-;-;4.55;4.55;93.30;104.00;104.00
" ";" ";"2009";1253.75;1253.75;10.40;122.70;7.38;7.38;93.30;104.40;104.40;837.77;837.77;-;-;4.93;4.93;95.40;104.10;104.10
" ";" ";"2010";1262.22;1262.22;1.48;19.63;7.84;7.84;95.60;100.70;100.70;833.96;833.96;-;-;5.18;5.18;95.90;99.50;99.50
" ";" ";"2011";1272.42;1272.42;11.04;138.56;7.99;7.99;88.00;100.80;100.80;848.91;848.91;-;-;5.33;5.33;89.40;101.80;101.80
" ";" ";"2012";1270.84;1270.84;1.74;19.56;7.70;7.70;97.20;99.90;99.90;851.86;851.86;-;-;5.16;5.16;98.40;100.30;100.30
" ";" ";"2013";1164.70;1164.70;1.83;20.56;7.20;7.20;86.20;91.60;91.60;797.96;797.96;-;-;4.93;4.93;87.80;93.70;93.70
" ";" ";"2014";1294.30;1294.30;-;-;7.72;7.72;93.90;111.10;111.10;868.13;868.13;-;-;5.18;5.18;94.30;108.80;108.80
" ";" ";"2015";1260.62;1260.62;-;-;7.98;7.98;88.40;97.40;97.40;846.60;846.60;-;-;5.36;5.36;89.10;97.50;97.50
"Osrednjeslovenska"
" ";"SKD Dejavnost"
" ";" ";"2005";1268.35;1268.35;-;-;7.63;7.63;92.60;104.90;104.90;788.39;788.39;-;-;4.75;4.75;93.00;105.80;105.80
" ";" ";"2006";1319.61;1319.61;-;-;7.74;7.74;95.20;104.00;104.00;821.21;821.21;-;-;4.82;4.82;96.50;104.20;104.20
" ";" ";"2007";1409.31;1409.31;-;-;8.03;8.03;97.90;106.80;106.80;895.28;895.28;-;-;5.10;5.10;98.20;109.00;109.00
" ";" ";"2008";1491.11;1491.11;-;-;8.43;8.43;96.40;105.80;105.80;949.63;949.63;-;-;5.37;5.37;97.20;106.10;106.10
" ";" ";"2009";1615.62;1615.62;20.99;530.30;9.49;9.49;97.20;108.40;108.40;1020.68;1020.68;-;-;5.99;5.99;97.80;107.50;107.50
" ";" ";"2010";1631.24;1631.24;17.68;481.87;9.94;9.94;96.90;101.00;101.00;1031.13;1031.13;-;-;6.28;6.28;97.30;101.00;101.00
" ";" ";"2011";1679.48;1679.48;23.54;595.31;10.29;10.29;97.80;103.00;103.00;1065.53;1065.53;-;-;6.53;6.53;98.30;103.30;103.30
" ";" ";"2012";1705.18;1705.18;20.37;553.33;10.07;10.07;98.50;101.50;101.50;1084.75;1084.75;-;-;6.41;6.41;98.80;101.80;101.80
" ";" ";"2013";1690.90;1690.90;16.07;397.96;9.65;9.65;98.50;99.20;99.20;1087.41;1087.41;-;-;6.20;6.20;99.00;100.20;100.20
" ";" ";"2014";1679.62;1679.62;16.65;536.63;9.60;9.60;98.20;99.30;99.30;1082.04;1082.04;-;-;6.19;6.19;98.80;99.50;99.50
" ";" ";"2015";1697.67;1697.67;25.37;781.49;10.05;10.05;98.70;101.10;101.10;1086.01;1086.01;-;-;6.43;6.43;98.90;100.40;100.40
" ";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO"
" ";" ";"2005";948.25;948.25;-;-;5.79;5.79;82.90;98.80;98.80;633.59;633.59;-;-;3.87;3.87;84.80;101.00;101.00
" ";" ";"2006";1026.76;1026.76;-;-;6.11;6.11;95.00;108.30;108.30;684.88;684.88;-;-;4.08;4.08;96.80;108.10;108.10
" ";" ";"2007";1090.01;1090.01;-;-;6.27;6.27;100.00;106.20;106.20;739.90;739.90;-;-;4.25;4.25;100.60;108.00;108.00
" ";" ";"2008";1205.61;1205.61;-;-;6.83;6.83;101.30;110.60;110.60;809.39;809.39;-;-;4.59;4.59;101.50;109.40;109.40
" ";" ";"2009";1269.65;1269.65;-;-;7.48;7.48;91.70;105.30;105.30;850.43;850.43;-;-;5.01;5.01;92.50;105.10;105.10
" ";" ";"2010";1262.27;1262.27;-;-;7.61;7.61;92.40;99.40;99.40;852.88;852.88;-;-;5.14;5.14;93.90;100.30;100.30
" ";" ";"2011";1343.59;1343.59;-;-;8.14;8.14;95.60;106.40;106.40;900.18;900.18;-;-;5.46;5.46;96.40;105.50;105.50
" ";" ";"2012";1312.82;1312.82;-;-;7.68;7.68;96.60;97.70;97.70;882.70;882.70;-;-;5.17;5.17;97.30;98.10;98.10
" ";" ";"2013";1327.04;1327.04;1.15;677.00;7.53;7.53;100.00;101.10;101.10;894.40;894.40;-;-;5.07;5.07;100.90;101.30;101.30
" ";" ";"2014";1300.40;1300.40;-;-;7.41;7.41;94.60;98.00;98.00;881.82;881.82;-;-;5.02;5.02;96.20;98.60;98.60
" ";" ";"2015";1271.33;1271.33;-;-;7.59;7.59;94.30;97.80;97.80;860.45;860.45;-;-;5.14;5.14;95.50;97.60;97.60
" ";"B RUDARSTVO"
" ";" ";"2005";1269.68;1269.68;-;-;7.63;7.63;94.40;102.80;102.80;788.33;788.33;-;-;4.74;4.74;93.30;101.60;101.60
" ";" ";"2006";1394.82;1394.82;-;-;8.05;8.05;100.80;109.90;109.90;887.16;887.16;-;-;5.12;5.12;101.20;112.50;112.50
" ";" ";"2007";1499.10;1499.10;-;-;8.40;8.40;102.80;107.50;107.50;961.44;961.44;-;-;5.39;5.39;102.50;108.40;108.40
" ";" ";"2008";1622.28;1622.28;-;-;8.80;8.80;105.10;108.20;108.20;1043.57;1043.57;-;-;5.66;5.66;105.30;108.50;108.50
" ";" ";"2009";1701.33;1701.33;-;-;9.72;9.72;101.60;104.90;104.90;1087.21;1087.21;-;-;6.21;6.21;101.60;104.20;104.20
" ";" ";"2010";1649.04;1649.04;-;-;10.17;10.17;96.00;96.90;96.90;1054.58;1054.58;-;-;6.51;6.51;96.40;97.00;97.00
" ";" ";"2011";1662.25;1662.25;-;-;9.96;9.96;89.80;100.80;100.80;1066.35;1066.35;-;-;6.39;6.39;90.10;101.10;101.10
" ";" ";"2012";1876.43;1876.43;-;-;10.70;10.70;102.20;112.90;112.90;1184.58;1184.58;-;-;6.76;6.76;101.80;111.10;111.10
" ";" ";"2013";1918.87;1918.87;-;-;10.69;10.69;102.20;102.30;102.30;1208.40;1208.40;-;-;6.73;6.73;102.00;102.00;102.00
" ";" ";"2014";1950.57;1950.57;-;-;10.87;10.87;100.90;101.70;101.70;1231.90;1231.90;-;-;6.87;6.87;101.00;101.90;101.90
" ";" ";"2015";1974.44;1974.44;-;-;11.02;11.02;98.80;101.20;101.20;1235.17;1235.17;-;-;6.89;6.89;98.60;100.30;100.30
" ";"C PREDELOVALNE DEJAVNOSTI"
" ";" ";"2005";1139.77;1139.77;-;-;6.82;6.82;98.40;113.40;113.40;724.29;724.29;-;-;4.34;4.34;98.60;114.40;114.40
" ";" ";"2006";1182.78;1182.78;-;-;6.84;6.84;101.40;103.80;103.80;749.38;749.38;-;-;4.33;4.33;101.30;103.50;103.50
" ";" ";"2007";1299.65;1299.65;-;-;7.30;7.30;106.50;109.90;109.90;833.88;833.88;-;-;4.68;4.68;105.40;111.30;111.30
" ";" ";"2008";1329.43;1329.43;-;-;7.40;7.40;98.30;102.30;102.30;863.62;863.62;-;-;4.81;4.81;98.90;103.60;103.60
